	Sample	FileType	ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	In_CARD
Tub.12-k141_253830_1-5..268	Tub.12	Potential	OLEC	5	268	k141_253830_1	tetracycline	undefined	0.880233965	57.2	264	285	1.39e-96	1	NA
Tub.12-k141_253830_1-5..268	Tub.12	Potential_loser	OLEC	5	268	k141_253830_1	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.071689657	57.2	264	285	1.39e-96	1	NA
Tub.12-k141_447986_2-70..378	Tub.12	Potential	ROSA	70	378	k141_447986_2	peptide	undefined	0.346979861	63.5	310	371	8.52e-129	1	NA
Tub.12-k141_447986_2-70..378	Tub.12	Potential_loser	ROSA	70	378	k141_447986_2	multidrug	undefined	0.166155114	63.5	310	371	8.52e-129	1	NA
Tub.31-k141_417531_1-22..161	Tub.31	Potential	DFRA3	22	161	k141_417531_1	peptide	undefined	0.289477173	50	142	130	7.88e-40	1	NA
Tub.31-k141_417531_1-22..161	Tub.31	Potential_loser	DFRA3	22	161	k141_417531_1	aminoglycoside	undefined	0.19786969	50	142	130	7.88e-40	1	NA
Tub.13-k141_12358_1-3..162	Tub.13	Potential	DFRA3	3	162	k141_12358_1	peptide	undefined	0.300650896	50	160	157	3.02e-50	1	NA
Tub.13-k141_12358_1-3..162	Tub.13	Potential_loser	DFRA3	3	162	k141_12358_1	aminoglycoside	undefined	0.18938683	50	160	157	3.02e-50	1	NA
Tub.58-k141_384186_1-47..275	Tub.58	Potential	BACA	47	275	k141_384186_1	multidrug	undefined	0.300340366	62.9	229	278	3.70e-95	1	NA
Tub.58-k141_384186_1-47..275	Tub.58	Potential_loser	BACA	47	275	k141_384186_1	peptide	undefined	0.171901574	62.9	229	278	3.70e-95	1	NA
Tub.4-k141_356539_1-1..111	Tub.4	Potential	RBPA	1	111	k141_356539_1	peptide	undefined	0.255320848	50	112	106	2.29e-31	1	NA
Tub.4-k141_356539_1-1..111	Tub.4	Potential_loser	RBPA	1	111	k141_356539_1	multidrug	undefined	0.224816739	50	112	106	2.29e-31	1	NA
Tub.34-k141_403658_2-17..606	Tub.34	Probable	MULTIDRUG_ABC_TRANSPORTER	17	606	k141_403658_2	multidrug	gi:926294973:ref:WP_053631154.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.99980968	63.6	591	690	2.80e-246	1	NA
Tub.18-k141_623533_2-17..176	Tub.18	Probable	AAC(6')-I	17	176	k141_623533_2	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.988118495	50	172	163	6.55e-52	1	NA
Tub.104-k141_485246_7-1..109	Tub.104	Potential	RBPA	1	109	k141_485246_7	peptide	undefined	0.262488561	70	110	153	6.82e-50	1	NA
Tub.104-k141_485246_7-1..109	Tub.104	Potential_loser	RBPA	1	109	k141_485246_7	multidrug	undefined	0.228180259	70	110	153	6.82e-50	1	NA
Tub.64-k141_2315_9-2..128	Tub.64	Probable	GOLS	2	128	k141_2315_9	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996197177	54.3	127	140	6.86e-44	1	NA
Tub.104-k141_62697_2-3..316	Tub.104	Potential	OLEC	3	316	k141_62697_2	tetracycline	undefined	0.889575261	50.8	319	298	1.49e-100	1	NA
Tub.104-k141_62697_2-3..316	Tub.104	Potential_loser	OLEC	3	316	k141_62697_2	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.071020654	50.8	319	298	1.49e-100	1	NA
Tub.58-k141_444067_5-3..160	Tub.58	Potential	DFRA3	3	160	k141_444067_5	peptide	undefined	0.299945482	51.2	164	163	1.55e-52	1	NA
Tub.58-k141_444067_5-3..160	Tub.58	Potential_loser	DFRA3	3	160	k141_444067_5	aminoglycoside	undefined	0.190150871	51.2	164	163	1.55e-52	1	NA
Tub.99-k141_280308_2-1..111	Tub.99	Potential	RBPA	1	111	k141_280308_2	peptide	undefined	0.262488561	50	112	107	8.95e-32	1	NA
Tub.99-k141_280308_2-1..111	Tub.99	Potential_loser	RBPA	1	111	k141_280308_2	multidrug	undefined	0.228180259	50	112	107	8.95e-32	1	NA
Tub.104-k141_212714_2-26..1153	Tub.104	Probable	RPOB2	26	1153	k141_212714_2	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.994749385	74.7	1137	1680	0	1	NA
Tub.104-k141_308101_10-4..228	Tub.104	Potential	MTRA	4	228	k141_308101_10	aminoglycoside	undefined	0.568436801	78.2	225	351	7.38e-125	1	NA
Tub.104-k141_308101_10-4..228	Tub.104	Potential_loser	MTRA	4	228	k141_308101_10	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.26491494	78.2	225	351	7.38e-125	1	NA
Tub.15-k141_44240_1-3..121	Tub.15	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	121	k141_44240_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.33117338	52.5	120	127	6.00e-39	1	NA
Tub.15-k141_44240_1-3..121	Tub.15	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	121	k141_44240_1	aminoglycoside	undefined	0.293382306	52.5	120	127	6.00e-39	1	NA
Tub.18-k141_669860_1-38..340	Tub.18	Probable	EMRA	38	340	k141_669860_1	multidrug	gi:797196726:ref:WP_045857723.1:|FEATURES|emrA|multidrug|emrA	0.997273216	53.9	317	309	8.41e-104	1	NA
Tub.104-k141_188872_1-3..224	Tub.104	Potential	MTRA	3	224	k141_188872_1	aminoglycoside	undefined	0.426503956	50.4	228	207	5.24e-68	1	NA
Tub.104-k141_188872_1-3..224	Tub.104	Potential_loser	MTRA	3	224	k141_188872_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.27594549	50.4	228	207	5.24e-68	1	NA
Tub.58-k141_243696_4-1..147	Tub.58	Probable	GOLS	1	147	k141_243696_4	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	55.1	147	163	1.05e-52	1	NA
Tub.4-k141_304452_14-3..119	Tub.4	Probable	BRP(MBL)	3	119	k141_304452_14	glycopeptide	YP_007652797.1|FEATURES|BRP(MBL)|glycopeptide|BRP(MBL)	0.983887224	58.1	117	144	1.82e-46	1	NA
Tub.58-k141_63976_6-11..284	Tub.58	Potential	SUL4	11	284	k141_63976_6	multidrug	undefined	0.273209729	50.9	275	282	8.99e-96	1	NA
Tub.58-k141_63976_6-11..284	Tub.58	Potential_loser	SUL4	11	284	k141_63976_6	peptide	undefined	0.213302542	50.9	275	282	8.99e-96	1	NA
Tub.10-k141_401260_2-1..126	Tub.10	Probable	GOLS	1	126	k141_401260_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	55.6	126	134	3.30e-41	1	NA
Tub.31-k141_586754_4-9..215	Tub.31	Probable	VATF	9	215	k141_586754_4	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.999999226	51.4	208	214	5.63e-71	1	NA
Tub.88-k141_401277_27-1..310	Tub.88	Probable	TETA(48)	1	310	k141_401277_27	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.9974507	54.5	319	310	1.56e-105	1	NA
Tub.4-k141_561624_1-7..112	Tub.4	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	112	k141_561624_1	aminoglycoside	undefined	0.304914767	53.3	107	112	1.36e-33	1	NA
Tub.4-k141_561624_1-7..112	Tub.4	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	112	k141_561624_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.289315838	53.3	107	112	1.36e-33	1	NA
Tub.4-k141_786918_1-32..156	Tub.4	Probable	AAC(6')-I	32	156	k141_786918_1	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.990611688	52.6	137	142	1.64e-44	1	NA
Tub.59-k141_154796_1-36..227	Tub.59	Potential	MTRA	36	227	k141_154796_1	aminoglycoside	undefined	0.591164137	50.7	203	189	2.31e-61	1	NA
Tub.59-k141_154796_1-36..227	Tub.59	Potential_loser	MTRA	36	227	k141_154796_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261294015	50.7	203	189	2.31e-61	1	NA
Tub.83-k141_396810_8-7..81	Tub.83	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	81	k141_396810_8	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.876561041	52	75	79.7	1.03e-21	1	NA
Tub.83-k141_396810_8-7..81	Tub.83	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	81	k141_396810_8	peptide	undefined	0.063748955	52	75	79.7	1.03e-21	1	NA
Tub.85-k141_511077_1-3..92	Tub.85	Probable	PSEUDOMONAS_AERUGINOSA_EMRE	3	92	k141_511077_1	aminoglycoside	NP_253677.1|FEATURES|Pseudomonas_aeruginosa_emrE|aminoglycoside|Pseudomonas_aeruginosa_emrE	0.996446386	55.6	90	99	5.81e-29	1	disinfecting agents and antiseptics
Tub.59-k141_717416_1-1..277	Tub.59	Potential	BACA	1	277	k141_717416_1	peptide	undefined	0.27116594	50.4	278	237	2.17e-78	1	NA
Tub.59-k141_717416_1-1..277	Tub.59	Potential_loser	BACA	1	277	k141_717416_1	multidrug	undefined	0.22414993	50.4	278	237	2.17e-78	1	NA
Tub.16-k141_396657_2-3..226	Tub.16	Potential	MTRA	3	226	k141_396657_2	aminoglycoside	undefined	0.544607956	73.3	225	325	1.67e-114	1	NA
Tub.16-k141_396657_2-3..226	Tub.16	Potential_loser	MTRA	3	226	k141_396657_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.26810367	73.3	225	325	1.67e-114	1	NA
Tub.26-k141_683270_1-1..270	Tub.26	Probable	RPSD_(RAMA_OR_SUD2)	1	270	k141_683270_1	unclassified	AB158573.gene.p01|FEATURES|rpsD_(ramA_or_sud2)|unclassified|rpsD_(ramA_or_sud2)	0.990679303	67.8	270	364	1.62e-128	1	NA
Tub.104-k141_432218_1-17..605	Tub.104	Probable	MULTIDRUG_ABC_TRANSPORTER	17	605	k141_432218_1	multidrug	gi:772774655:ref:WP_045322518.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.99892878	62.2	590	660	2.34e-234	1	NA
Tub.85-k141_589228_2-1..105	Tub.85	Potential	ABES	1	105	k141_589228_2	aminoglycoside	NC_010410.6003348.p01|FEATURES|abeS|multidrug|abeS	0.484635637	51.4	105	109	5.33e-33	1	disinfecting agents and antiseptics
Tub.85-k141_589228_2-1..105	Tub.85	Potential_loser	ABES	1	105	k141_589228_2	peptide	undefined	0.162092494	51.4	105	109	5.33e-33	1	disinfecting agents and antiseptics
Tub.59-k141_339197_1-26..155	Tub.59	Potential	LEN	26	155	k141_339197_1	aminoglycoside	undefined	0.292198789	51.9	131	128	2.96e-37	1	NA
Tub.59-k141_339197_1-26..155	Tub.59	Potential_loser	LEN	26	155	k141_339197_1	multidrug	undefined	0.248963621	51.9	131	128	2.96e-37	1	NA
Tub.15-k141_306559_1-3..218	Tub.15	Probable	VANR	3	218	k141_306559_1	glycopeptide	gi:747653988:emb:CEL19270.1:|FEATURES|vanR|glycopeptide|vanR	0.999987973	58.8	216	241	9.73e-81	1	NA
Tub.15-k141_194331_1-1..450	Tub.15	Probable	RIFAMPIN_MONOOXYGENASE	1	450	k141_194331_1	rifamycin	gi:769934495:ref:WP_045068423.1:|FEATURES|rifampin_monooxygenase|rifamycin|rifampin_monooxygenase	0.999973576	66.7	450	633	2.26e-228	1	rifamycin antibiotic
Tub.94-k141_129663_1-1..126	Tub.94	Probable	GOLS	1	126	k141_129663_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996674072	61.1	126	144	2.09e-45	1	NA
Tub.51-k141_330945_6-1..120	Tub.51	Probable	BRP(MBL)	1	120	k141_330945_6	glycopeptide	YP_007652797.1|FEATURES|BRP(MBL)|glycopeptide|BRP(MBL)	0.993726499	60	120	147	2.31e-47	1	NA
Tub.105-k141_135862_12-16..322	Tub.105	Probable	TETA(48)	16	322	k141_135862_12	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.997121201	58	307	340	8.41e-117	1	NA
Tub.58-k141_626418_1-38..341	Tub.58	Potential	ROSA	38	341	k141_626418_1	peptide	undefined	0.330261884	62.4	306	371	5.42e-129	1	NA
Tub.58-k141_626418_1-38..341	Tub.58	Potential_loser	ROSA	38	341	k141_626418_1	multidrug	undefined	0.187362987	62.4	306	371	5.42e-129	1	NA
Tub.64-k141_38214_1-12..402	Tub.64	Probable	ROSA	12	402	k141_38214_1	fosmidomycin	YP_001401993|FEATURES|rosA|fosmidomycin|rosA	0.999274644	63.1	393	477	1.10e-168	1	NA
Tub.85-k141_709094_2-1..390	Tub.85	Probable	MDTD	1	390	k141_709094_2	multidrug	gi:446053046:ref:WP_000130901.1:|FEATURES|mdtD|multidrug|mdtD	0.999999312	50.8	392	382	7.80e-130	1	NA
Tub.59-k141_626386_5-4..119	Tub.59	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	119	k141_626386_5	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.303898655	54.7	117	125	3.79e-37	1	NA
Tub.59-k141_626386_5-4..119	Tub.59	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	119	k141_626386_5	aminoglycoside	undefined	0.301412875	54.7	117	125	3.79e-37	1	NA
Tub.11-k141_219356_53-17..1137	Tub.11	Probable	RPOB2	17	1137	k141_219356_53	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.982103157	55.1	1216	1209	0	1	NA
Tub.94-k141_72680_1-128..1021	Tub.94	Potential	MEXK	128	1021	k141_72680_1	triclosan	undefined	0.575285243	50.4	903	826	5.04e-289	1	NA
Tub.94-k141_72680_1-128..1021	Tub.94	Potential_loser	MEXK	128	1021	k141_72680_1	multidrug	AAG07064.1|FEATURES|MexK|multidrug|MexK	0.158733963	50.4	903	826	5.04e-289	1	NA
Tub.85-k141_579899_1-1..126	Tub.85	Probable	GOLS	1	126	k141_579899_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996298075	54.8	126	139	2.54e-43	1	NA
Tub.18-k141_679164_1-10..202	Tub.18	Potential	MTRA	10	202	k141_679164_1	aminoglycoside	undefined	0.548727283	72.6	197	276	1.13e-95	1	NA
Tub.18-k141_679164_1-10..202	Tub.18	Potential_loser	MTRA	10	202	k141_679164_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.267556255	72.6	197	276	1.13e-95	1	NA
Tub.11-k141_103241_8-1..109	Tub.11	Potential	RBPA	1	109	k141_103241_8	peptide	undefined	0.262488561	55	109	116	2.64e-35	1	NA
Tub.11-k141_103241_8-1..109	Tub.11	Potential_loser	RBPA	1	109	k141_103241_8	multidrug	undefined	0.228180259	55	109	116	2.64e-35	1	NA
Tub.58-k141_638053_1-1..321	Tub.58	Probable	TETA(48)	1	321	k141_638053_1	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.9974507	53.1	324	317	1.64e-106	1	NA
Tub.31-k141_160504_30-16..510	Tub.31	Probable	EMRB	16	510	k141_160504_30	multidrug	gi:835242255:ref:WP_047414775.1:|FEATURES|emrB|multidrug|emrB	0.997229375	53.8	498	516	4.39e-181	1	NA
Tub.26-k141_278280_2-4..224	Tub.26	Probable	KDPE	4	224	k141_278280_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.988194436	50.7	221	229	1.36e-76	1	NA
Tub.4-k141_321227_1-11..107	Tub.4	Potential	QACH	11	107	k141_321227_1	peptide	undefined	0.348293248	79.4	97	156	2.02e-51	1	NA
Tub.4-k141_321227_1-11..107	Tub.4	Potential_loser	QACH	11	107	k141_321227_1	fosfomycin	undefined	0.211537463	79.4	97	156	2.02e-51	1	NA
Tub.82-k141_162953_12-7..313	Tub.82	Probable	PMRF	7	313	k141_162953_12	peptide	AAC75314.1|FEATURES|PmrF|peptide|PmrF	0.923324141	64.8	307	396	4.25e-139	1	NA
Tub.13-k141_247931_1-6..174	Tub.13	Probable	AAC(6')-31	6	174	k141_247931_1	aminoglycoside	gi:950181216:ref:WP_057228652.1:|FEATURES|aac(6')-31|aminoglycoside|aac(6')-31	0.999956645	51.5	171	194	2.38e-64	1	NA
Tub.18-k141_501178_1-1..923	Tub.18	Potential	ACRF	1	923	k141_501178_1	peptide	undefined	0.29839333	50.3	943	832	8.52e-291	1	NA
Tub.18-k141_501178_1-1..923	Tub.18	Potential_loser	ACRF	1	923	k141_501178_1	multidrug	CP000647.1.gene3710.p01|FEATURES|acrF|multidrug|acrF	0.195301097	50.3	943	832	8.52e-291	1	NA
Tub.4-k141_478733_1-5..226	Tub.4	Potential	MTRA	5	226	k141_478733_1	aminoglycoside	undefined	0.591164137	73.4	222	330	6.08e-116	1	NA
Tub.4-k141_478733_1-5..226	Tub.4	Potential_loser	MTRA	5	226	k141_478733_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261294015	73.4	222	330	6.08e-116	1	NA
Tub.85-k141_175701_3-15..520	Tub.85	Potential	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	15	520	k141_175701_3	multidrug	EU408347.1.gene6.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	0.455260253	57.9	506	611	4.08e-218	1	NA
Tub.85-k141_175701_3-15..520	Tub.85	Potential_loser	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	15	520	k141_175701_3	fluoroquinolone	undefined	0.173938546	57.9	506	611	4.08e-218	1	NA
Tub.51-k141_312106_2-1..143	Tub.51	Probable	GOLS	1	143	k141_312106_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	55.5	146	154	4.97e-49	1	NA
Tub.82-k141_190201_2-3..120	Tub.82	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	120	k141_190201_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.322505647	51.3	119	125	4.03e-37	1	NA
Tub.82-k141_190201_2-3..120	Tub.82	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	120	k141_190201_2	aminoglycoside	undefined	0.296030644	51.3	119	125	4.03e-37	1	NA
Tub.59-k141_504319_1-21..143	Tub.59	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	21	143	k141_504319_1	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.999364152	59.3	123	160	2.43e-52	1	NA
Tub.58-k141_145416_2-17..124	Tub.58	Potential	MVAT	17	124	k141_145416_2	peptide	undefined	0.333774996	73.1	108	157	1.22e-51	1	NA
Tub.58-k141_145416_2-17..124	Tub.58	Potential_loser	MVAT	17	124	k141_145416_2	multidrug	NP_253005.1|FEATURES|MvaT|multidrug|MvaT	0.117036381	73.1	108	157	1.22e-51	1	NA
Tub.70-k141_295879_1-13..118	Tub.70	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	13	118	k141_295879_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.342964907	52.3	107	105	4.38e-31	1	NA
Tub.70-k141_295879_1-13..118	Tub.70	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	13	118	k141_295879_1	aminoglycoside	undefined	0.289478615	52.3	107	105	4.38e-31	1	NA
Tub.59-k141_472905_2-1..161	Tub.59	Potential	DFRA3	1	161	k141_472905_2	peptide	undefined	0.293415979	50.6	162	152	4.09e-48	1	NA
Tub.59-k141_472905_2-1..161	Tub.59	Potential_loser	DFRA3	1	161	k141_472905_2	aminoglycoside	undefined	0.195362401	50.6	162	152	4.09e-48	1	NA
Tub.85-k141_509373_4-1..142	Tub.85	Potential	DFRA22	1	142	k141_509373_4	peptide	undefined	0.341713828	51.4	142	139	3.51e-43	1	NA
Tub.85-k141_509373_4-1..142	Tub.85	Potential_loser	DFRA22	1	142	k141_509373_4	multidrug	undefined	0.141965518	51.4	142	139	3.51e-43	1	NA
Tub.94-k141_299036_5-10..300	Tub.94	Potential	RM3	10	300	k141_299036_5	aminoglycoside	undefined	0.36845387	51	294	289	3.08e-98	1	NA
Tub.94-k141_299036_5-10..300	Tub.94	Potential_loser	RM3	10	300	k141_299036_5	multidrug	undefined	0.276972931	51	294	289	3.08e-98	1	NA
Tub.59-k141_57131_2-5..323	Tub.59	Probable	TETA(48)	5	323	k141_57131_2	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.9974507	52.6	323	302	2.35e-102	1	NA
Tub.82-k141_257245_9-1..116	Tub.82	Probable	EMRE	1	116	k141_257245_9	multidrug	NC_008702.1.4608023.p01|FEATURES|emrE|multidrug|emrE	0.994710134	73.3	116	165	1.41e-54	1	NA
Tub.16-k141_152137_4-7..150	Tub.16	Probable	ARR-4	7	150	k141_152137_4	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999801123	60.4	144	192	1.29e-63	1	NA
Tub.31-k141_516843_1-10..326	Tub.31	Potential	SMED	10	326	k141_516843_1	multidrug	CAC14594|FEATURES|smeD|multidrug|smeD	0.714029666	53.6	319	262	1.33e-85	1	NA
Tub.31-k141_516843_1-10..326	Tub.31	Potential_loser	SMED	10	326	k141_516843_1	aminoglycoside	undefined	0.068585834	53.6	319	262	1.33e-85	1	NA
Tub.18-k141_701614_1-1..110	Tub.18	Potential	PSEUDOMONAS_AERUGINOSA_EMRE	1	110	k141_701614_1	peptide	undefined	0.552462239	64.5	110	138	3.97e-44	1	NA
Tub.18-k141_701614_1-1..110	Tub.18	Potential_loser	PSEUDOMONAS_AERUGINOSA_EMRE	1	110	k141_701614_1	fosfomycin	undefined	0.189537545	64.5	110	138	3.97e-44	1	NA
Tub.82-k141_352665_1-3..123	Tub.82	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	123	k141_352665_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.319555043	50.8	122	124	2.24e-37	1	NA
Tub.82-k141_352665_1-3..123	Tub.82	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	123	k141_352665_1	aminoglycoside	undefined	0.2969449	50.8	122	124	2.24e-37	1	NA
Tub.13-k141_103613_2-1..224	Tub.13	Potential	MTRA	1	224	k141_103613_2	aminoglycoside	undefined	0.46930803	50.2	229	212	7.19e-70	1	NA
Tub.13-k141_103613_2-1..224	Tub.13	Potential_loser	MTRA	1	224	k141_103613_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.274882215	50.2	229	212	7.19e-70	1	NA
Tub.104-k141_399120_12-18..328	Tub.104	Probable	TETA(48)	18	328	k141_399120_12	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.996125078	50	312	302	6.64e-102	1	NA
Tub.10-k141_57817_1-40..293	Tub.10	Potential	AIM-1	40	293	k141_57817_1	peptide	undefined	0.262953378	51.2	254	255	1.79e-85	1	NA
Tub.10-k141_57817_1-40..293	Tub.10	Potential_loser	AIM-1	40	293	k141_57817_1	aminoglycoside	undefined	0.226078247	51.2	254	255	1.79e-85	1	NA
Tub.105-k141_289830_2-10..105	Tub.105	Potential	RBPA	10	105	k141_289830_2	peptide	undefined	0.25031091	52.6	97	94.7	8.25e-27	1	NA
Tub.105-k141_289830_2-10..105	Tub.105	Potential_loser	RBPA	10	105	k141_289830_2	multidrug	undefined	0.223346415	52.6	97	94.7	8.25e-27	1	NA
Tub.88-k141_101558_1-1..248	Tub.88	Probable	BACA	1	248	k141_101558_1	bacitracin	YP_970399|FEATURES|bacA|bacitracin|bacA	0.997168559	73.5	249	352	4.52e-124	1	NA
Tub.58-k141_174446_2-40..362	Tub.58	Probable	EFRB	40	362	k141_174446_2	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.858829418	52	323	331	8.68e-109	1	NA
Tub.58-k141_174446_2-40..362	Tub.58	Potential_loser	EFRB	40	362	k141_174446_2	aminoglycoside	undefined	0.073815627	52	323	331	8.68e-109	1	NA
Tub.58-k141_22536_12-12..234	Tub.58	Probable	BAER	12	234	k141_22536_12	multidrug	YP_490321.1|FEATURES|baeR|multidrug|baeR	0.997590583	56.1	223	250	9.46e-85	1	NA
Tub.16-k141_207344_3-12..265	Tub.16	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	12	265	k141_207344_3	aminoglycoside	CAR58198|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.999999926	50.4	254	244	2.12e-81	1	NA
Tub.58-k141_94957_2-3..210	Tub.58	Probable	CAMP-REGULATORY_PROTEIN	3	210	k141_94957_2	unclassified	gi:490367208:ref:WP_004246872.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.993022087	52.6	213	231	1.90e-77	1	NA
Tub.83-k141_889261_2-1..128	Tub.83	Probable	GOLS	1	128	k141_889261_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	58.6	128	156	1.96e-50	1	NA
Tub.88-k141_120758_1-6..141	Tub.88	Probable	ARR-4	6	141	k141_120758_1	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999811978	62.5	136	192	2.81e-64	1	NA
Tub.105-k141_10421_36-7..170	Tub.105	Probable	ERM(37)	7	170	k141_10421_36	MLS	CCP44758.1|FEATURES|Erm(37)|MLS|Erm(37)	0.999999041	59.8	169	176	2.20e-57	1	NA
Tub.11-k141_321005_1-5..78	Tub.11	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	78	k141_321005_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.875396894	52	75	77	2.90e-20	1	NA
Tub.11-k141_321005_1-5..78	Tub.11	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	78	k141_321005_1	peptide	undefined	0.064315681	52	75	77	2.90e-20	1	NA
Tub.31-k141_702208_7-1..278	Tub.31	Potential	BACA	1	278	k141_702208_7	peptide	undefined	0.272107964	50.4	280	251	8.94e-84	1	NA
Tub.31-k141_702208_7-1..278	Tub.31	Potential_loser	BACA	1	278	k141_702208_7	multidrug	undefined	0.224652606	50.4	280	251	8.94e-84	1	NA
Tub.94-k141_343620_2-6..520	Tub.94	Potential	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	6	520	k141_343620_2	diaminopyrimidine	undefined	0.342566001	57.9	515	598	6.26e-213	1	NA
